2019,11,07,21130,*,10,10,20490,20010,11383333.333333334,11116666.666666666,01,01
2019,11,07,21130,*,13,12,13438,14490,9705222.222222222,9660000,01,01
2019,11,07,21130,*,16,14,13490,14410,11991111.111111112,11207777.777777776,01,01
2019,11,07,21130,*,7,6,19080,20156,7420000,6718666.666666667,01,01
2019,11,07,21130,*,7,7,30100,30850,11705555.555555558,11997222.222222224,01,01
2019,11,07,21130,*,9,10,20098,20550,10049000,11416666.666666666,01,01
2019,11,07,21130,*,9,9,20700,20150,10350000,10075000,01,01
2019,11,07,23132,1,30,28,14770,13700,14770000,12786666.666666666,01,01
2019,21,04,21130,*,10,12,17160,17680,9533333.333333334,11786666.666666666,01,01
2019,21,04,21130,*,13,14,16380,17940,11830000,13953333.333333334,01,01
2019,21,04,23132,1,21,24,8610,9030,6027000,7224000,12,12
2019,21,04,23132,1,24,32,6330,3625,5064000,3866666.6666666665,12,12
2019,21,05,21130,*,12,11,10452,10640,6968000,6502222.222222221,12,12
2019,21,05,21130,*,12,12,17370,18160,11580000,12106666.666666666,01,01
2019,21,06,21130,*,13,10,17850,24780,12891666.666666666,13766666.666666666,01,01
2019,21,06,21130,*,14,14,16375,17290,12736111.11111111,13447777.777777776,01,01
2019,21,06,21130,*,15,14,13790,16500,11491666.666666666,12833333.333333334,01,01
2019,21,06,23132,1,28,27,7200,6230,6720000,5607000,02,02
2019,21,06,23132,1,29,32,6458,7458,6242733.333333332,7955200,12,12
2019,21,06,23132,1,39,36,9676,8710,12578800,10452000,01,01
2019,21,07,21130,*,12,12,18210,18150,12140000,12100000,01,01
2019,21,07,21130,*,17,16,16444,16167,15530444.444444442,14370666.666666666,01,01
2019,21,07,21130,*,9,8,23050,24540,11525000,10906666.666666666,01,01
2019,21,07,23132,1,23,25,11813,12218,9056633.333333332,10181666.666666666,01,01
2019,21,07,23132,1,26,32,8369,7100,7253133.333333332,7573333.333333333,01,01
2019,21,07,23132,1,38,35,7179,9228,9093400,10766000,01,01
2019,21,07,23132,1,42,37,5987,4180,8381800,5155333.333333333,01,02
2019,21,07,23132,1,43,49,7210,7848,10334333.333333334,12818400,01,01
2019,22,03,21130,*,18,20,21600,16800,21600000,18666666.666666668,01,01
2019,22,03,21130,*,9,8,20862,19020,10431000,8453333.333333334,01,01
2019,22,03,23132,1,21,23,11996,10432,8397200,7997866.666666668,01,01
2019,22,03,23132,1,44,47,2167,1675,3178266.6666666665,2624166.6666666665,12,12
2019,22,05,21130,*,10,11,6900,20500,3833333.3333333335,12527777.777777776,02,01
2019,22,05,21130,*,12,16,10425,13900,6950000,12355555.555555554,12,01
2019,22,05,23132,1,12,12,22580,21370,9032000,8548000,01,01
2019,22,05,23132,1,21,20,11800,9850,8260000,6566666.666666667,01,01
2019,22,06,21130,*,12,11,18500,19100,12333333.333333334,11672222.222222224,01,01
2019,22,06,21130,*,13,12,14600,14300,10544444.444444446,9533333.333333334,01,01
2019,22,06,21130,*,9,9,11118,11970,5559000,5985000,01,01
2019,22,06,23132,1,22,20,7690,4516,5639333.333333333,3010666.6666666665,12,12
2019,22,06,23132,1,25,27,6460,6210,5383333.333333333,5589000,01,01
2019,22,06,23132,1,26,28,11810,12010,10235333.333333334,11209333.333333334,01,01
2019,22,07,21130,*,12,12,17500,16620,11666666.666666666,11080000,01,01
2019,22,07,21130,*,8,8,27176,27053,12078222.222222222,12023555.555555554,01,01
2019,22,07,21130,*,9,8,25900,23500,12950000,10444444.444444444,01,01
2019,22,07,23132,1,16,14,7544,7568,4023466.6666666665,3531733.3333333326,09,09
2019,22,07,23132,1,21,22,7420,7250,5194000,5316666.666666667,01,01
2019,22,07,23132,1,26,27,11376,11021,9859200,9918899.999999998,01,01
2019,23,02,21130,*,14,15,15966,15894,12418000,13245000,01,01
2019,23,02,21130,*,15,14,14300,15600,11916666.666666666,12133333.333333334,01,01
2019,23,03,23132,1,26,26,14250,13600,12350000,11786666.666666666,01,01
2019,23,03,23132,1,27,26,11825,12980,10642500,11249333.333333334,01,01
2019,23,04,23132,1,17,17,20680,19750,11718666.666666666,11191666.666666666,01,01
2019,23,04,23132,1,28,28,14420,14220,13458666.666666666,13272000,01,01
2019,23,05,21130,*,12,12,17824,17742,11882666.666666666,11828000,01,01
2019,23,05,21130,*,12,12,19037,19000,12691333.333333334,12666666.666666666,01,01
2019,23,05,23132,1,16,17,20150,19530,10746666.666666666,11067000,01,01
2019,23,05,23132,1,28,28,12140,11930,11330666.666666666,11134666.666666666,01,01
2019,23,05,23132,2,156,150,2595,2577,6747000,6442500,01,01
2019,23,05,23132,2,95,110,3662,3699,5798166.666666667,6781500,01,01
2019,23,06,21130,*,11,10,20920,20780,12784444.444444442,11544444.444444446,01,01
2019,23,06,21130,*,11,11,20332,21615,12425111.11111111,13209166.666666666,01,01
2019,23,06,21130,*,12,11,17507,16992,11671333.333333334,10384000,01,01
2019,23,06,21130,*,12,12,16600,15800,11066666.666666666,10533333.333333334,01,01
2019,23,06,21130,*,14,14,15400,15400,11977777.777777776,11977777.777777776,01,01
2019,23,06,23132,1,25,25,12840,12520,10700000,10433333.333333334,01,01
2019,23,06,23132,1,25,30,14618,10230,12181666.666666666,10230000,01,01
2019,23,06,23132,1,26,28,14000,14210,12133333.333333334,13262666.666666666,01,01
2019,23,06,23132,1,28,28,11808,12115,11020800,11307333.333333334,01,01
2019,23,06,23132,2,120,115,3921,3916,7842000,7505666.666666667,01,01
2019,23,06,23132,2,156,150,2206,2327,5735600,5817500,01,01
2019,23,06,23132,2,95,97,3056,3106,4838666.666666667,5021366.666666667,01,01
2019,23,07,21130,*,11,11,19574,19644,11961888.88888889,12004666.666666666,01,01
2019,23,07,21130,*,11,11,19800,19700,12100000,12038888.88888889,01,01
2019,23,07,21130,*,12,13,18000,16500,12000000,11916666.666666666,01,01
2019,23,07,21130,*,16,15,16510,16516,14675555.555555554,13763333.333333334,01,01
